DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2018-08-13	29891935	Choquet H	2018-06-11	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29891935	A multiethnic genome-wide association study of primary open-angle glaucoma identifies novel risk loci.	Glaucoma (primary open-angle)	10,523 European ancestry cases, 203,579 European ancestry controls, 411 Hispanic cases, 4,778 Hispanic controls, 463 East Asian ancestry cases, 4,907 East Asian ancestry controls, 298 African American cases, 1,549 African American controls, 204 South Asian ancestry cases, 4,916 South Asian ancestry controls, 272 African British cases, 4,831 African British controls, 144 mixed ancestry cases, 3,427 mixed ancestry controls	NA	2p16.1	2	55705879	PNPT1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		12016	160088	rs2627761-C	rs2627761	0	2627761	intergenic_variant	1	NR	6E-10	9.221848749616356		1.11	1.07-1.15	Affymetrix [at least 665500] (imputed)	N	open-angle glaucoma	http://www.ebi.ac.uk/efo/EFO_0004190	GCST006065	Genome-wide genotyping array
2020-08-03	32352494	Han X	2020-04-30	JAMA Ophthalmol	www.ncbi.nlm.nih.gov/pubmed/32352494	Association of Myopia and Intraocular Pressure With Retinal Detachment in European Descent Participants of the UK Biobank Cohort: A Mendelian Randomization Study.	Spherical equivalent	95,827 European ancestry individuals	NA	2p16.1	2	55785079	NR	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		91216	80888	rs2009262-C	rs2009262	0	2009262	intergenic_variant	1	NR	4E-12	11.397940008672037		0.1	[0.08-0.12] unit increase	NR [NR]	N	refractive error	http://purl.obolibrary.org/obo/MONDO_0004892	GCST010378	Genome-wide genotyping array
2020-07-09	32184442	Olafsdottir T	2020-03-17	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/32184442	Genome-wide association identifies seven loci for pelvic organ prolapse in Iceland and the UK Biobank.	Pelvic organ prolapse	15,010 European ancestry cases, 340,734 European ancestry controls	NA	2p16.1	2	55806292	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		112429	59675	rs1430191-T	rs1430191	0	1430191	intergenic_variant	1	0.4785	1E-9	9.0	(conditioned on rs3791675)	1.09	[1.06-1.12]	Affymetrix, Illumina [37144863] (imputed)	N	pelvic organ prolapse	http://www.ebi.ac.uk/efo/EFO_0004710	GCST010174	Genome-wide genotyping array, Genome-wide sequencing
2020-04-17	31669095	Zhu Z	2019-10-24	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/31669095	Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.	Waist circumference adjusted for body mass index	457,690 European ancestry individuals	NA	2p16.1	2	55743393	NR	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		49530	122574	rs62167670-?	rs62167670	0	62167670	regulatory_region_variant	1	NR	2E-8	7.698970004336019				Affymetrix [~ 8270000] (imputed)	N	BMI-adjusted waist circumference	http://www.ebi.ac.uk/efo/EFO_0007789	GCST009867	Genome-wide genotyping array
2020-04-17	31669095	Zhu Z	2019-10-24	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/31669095	Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.	Waist circumference adjusted for body mass index	457,690 European ancestry individuals	NA	2p16.1	2	55766674	NR	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		72811	99293	rs72920755-?	rs72920755	0	72920755	intergenic_variant	1	NR	8E-13	12.096910013008056				Affymetrix [~ 8270000] (imputed)	N	BMI-adjusted waist circumference	http://www.ebi.ac.uk/efo/EFO_0007789	GCST009867	Genome-wide genotyping array
2019-07-17	28552196	Tachmazidou I	2017-06-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28552196	Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.	Waist circumference adjusted for body mass index	1,247 whole genome sequenced European ancestry individuals, 3,050 whole genome sequenced individuals, 41,027 European ancestry individuals, 397 Carlantino (founder/genetic isolate) individuals, 790 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,005 Mylopotamos (founder/genetic isolate) individuals, 875 Pomak (founder/genetic isolate) individuals, 1,754 Val Borbera (founder/genetic isolate) individuals	206,723 European ancestry individuals	2p16.1	2	55766674	PNPT1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		72811	99293	rs72920755-A	rs72920755	0	72920755	intergenic_variant	1	0.0657	1E-6	6.0		0.0653	[0.039-0.092] unit decrease	Affymetrix, Illumina, Perlegen [15844966] (imputed)	N	BMI-adjusted waist circumference	http://www.ebi.ac.uk/efo/EFO_0007789	GCST008161	Genome-wide genotyping array
2019-07-17	28552196	Tachmazidou I	2017-06-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28552196	Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.	Height	1,249 whole genome sequenced European ancestry individuals, 3,541 whole genome sequenced individuals, 46,910 European ancestry individuals, 471 Carlantino (founder/genetic isolate) individuals, 1,197 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,043 Mylopotamos (founder/genetic isolate) individuals, 933 Pomak (founder/genetic isolate) individuals, 1,785 Val Borbera (founder/genetic isolate) individuals	205,003 European ancestry individuals	2p16.1	2	55770026	PNPT1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		76163	95941	rs151176509-T	rs151176509	0	151176509	intergenic_variant	1	0.0403	7E-6	5.154901959985743		0.0746	[0.042-0.107] unit increase	Affymetrix, Illumina, Perlegen [15844966] (imputed)	N	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST008163	Genome-wide genotyping array
2019-07-17	28552196	Tachmazidou I	2017-06-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/28552196	Whole-Genome Sequencing Coupled to Imputation Discovers Genetic Signals for Anthropometric Traits.	Height	1,249 whole genome sequenced European ancestry individuals, 3,541 whole genome sequenced individuals, 46,910 European ancestry individuals, 471 Carlantino (founder/genetic isolate) individuals, 1,197 Friuli Venezia Giulia (founder/genetic isolate) individuals, 1,043 Mylopotamos (founder/genetic isolate) individuals, 933 Pomak (founder/genetic isolate) individuals, 1,785 Val Borbera (founder/genetic isolate) individuals	205,003 European ancestry individuals	2p16.1	2	55842539	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		148676	23428	rs58754091-A	rs58754091	0	58754091	regulatory_region_variant	1	0.8279	9E-9	8.045757490560675		0.0485	[0.032-0.065] unit decrease	Affymetrix, Illumina, Perlegen [15844966] (imputed)	N	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST008163	Genome-wide genotyping array
2013-06-14	23382691	Lauc G	2013-01-31	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23382691	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	IgG glycosylation	2,247 European ancestry individuals	NA	2p16.1	2	55746597	NR	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		52734	119370	rs2163237-C	rs2163237	0	2163237	intergenic_variant	1	0.671727695594125	5E-6	5.301029995663981	(IGP48)	0.1519	[0.087-0.217] unit decrease	Illumina [~ 2500000] (imputed)	N	serum IgG glycosylation measurement	http://www.ebi.ac.uk/efo/EFO_0005193	GCST001848	Genome-wide genotyping array
2012-10-24	20881960	Lango Allen H	2010-09-29	Nature	www.ncbi.nlm.nih.gov/pubmed/20881960	Hundreds of variants clustered in genomic loci and biological pathways affect human height.	Height	133,653 European ancestry individuals	50,074 European ancestry individuals	2p16.1	2	55862405	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		168542	3562	rs1367226-?	rs1367226	0	1367226	regulatory_region_variant	1	NR	4E-8	7.3979400086720375	(Conditioned on rs3791675)		[NR]	Affymetrix, Illumina [2834208] (imputed)	N	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST000817	Genome-wide genotyping array
2015-07-15	25429064	He M	2014-11-26	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/25429064	Meta-analysis of genome-wide association studies of adult height in East Asians identifies 17 novel loci.	Height	36,227 East Asian ancestry individuals	57,699 East Asian ancestry individuals	2p16.1	2	55840047	PNPT1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		146184	25920	rs4146922-A	rs4146922	0	4146922	intergenic_variant	1	0.82	1E-25	25.0		0.056	[0.042-0.07] unit decrease	Affymetrix, Illumina [2704730] (imputed)	N	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST002702	Genome-wide genotyping array
2019-02-06	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Balding type 1	approximately 208,000 European ancestry individuals	NA	2p16.1	2	55761813		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		67950	104154	rs11887339-?	rs11887339	0	11887339	regulatory_region_variant	1	NR	3E-10	9.522878745280337				NR [~ 8900000] (imputed)	N	balding measurement	http://www.ebi.ac.uk/efo/EFO_0007825	GCST007038	Genome-wide genotyping array
2016-10-06	26686553	Jorgenson E	2015-12-21	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26686553	A genome-wide association study identifies four novel susceptibility loci underlying inguinal hernia.	Inguinal hernia	5,295 European ancestry cases, 67,510 European ancestry controls	9,701 European ancestry cases, 82,743 European ancestry controls	2p16.1	2	55785079	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		91216	80888	rs2009262-T	rs2009262	0	2009262	intergenic_variant	1	0.78	1E-17	17.0		1.15	[1.11-1.19]	Affymetrix [6161781] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST003198	Genome-wide genotyping array
2016-10-14	26634245	Lutz SM	2015-12-03	BMC Genet	www.ncbi.nlm.nih.gov/pubmed/26634245	A genome-wide association study identifies risk loci for spirometric measures among smokers of European and African ancestry.	Post bronchodilator FEV1/FVC ratio	10,094 European ancestry current and former smoker individuals, 3,260 African American current and former smoker individuals, 178 current and former smoker individuals	NA	2p16.1	2	55929425	Intergenic	EFEMP1 - RN7SKP208	ENSG00000115380	ENSG00000202344		5286	22229	rs180765220-T	rs180765220	0	180765220	regulatory_region_variant	1	0.996	5E-6	5.301029995663981	(AA)	0.168	unit increase	Illumina [NR] (imputed)	N	FEV/FVC ratio, response to bronchodilator	http://www.ebi.ac.uk/efo/EFO_0004713, http://purl.obolibrary.org/obo/GO_0097366	GCST003264	Genome-wide genotyping array
2019-02-10	27841878	Hoffmann TJ	2016-11-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27841878	Genome-wide association analyses using electronic health records identify new loci influencing blood pressure variation.	Pulse pressure	295,529 European ancestry individuals, 8,231 Latino individuals, 3,058 African American individuals, 2,029 African British individuals, 7,701 East Asian ancestry individuals, 2,735 South Asian ancestry individuals, 1,979 mixed and unknown ancestry individuals	NA	2p16.1	2	55812964	PNPT1, EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		119101	53003	rs10199082-T	rs10199082	0	10199082	intergenic_variant	1	NR	2E-11	10.698970004336019		0.26	unit increase	Affymetrix [at least 2696785] (imputed)	N	pulse pressure measurement	http://www.ebi.ac.uk/efo/EFO_0005763	GCST007096	Genome-wide genotyping array
2021-01-28	32339537	Roberts V	2020-04-24	J Invest Dermatol	www.ncbi.nlm.nih.gov/pubmed/32339537	Genome wide association study identifies genetic associations with perceived age.	Youthful appearance (self-reported)	423,992 European ancestry individuals	NA	2p16.1	2	55831221	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		137358	34746	rs76032374-A	rs76032374	0	76032374	intergenic_variant	1	0.866958	8E-27	26.096910013008056		1.0708491	NR	Affymetrix [~ 9600000] (imputed)	N	skin aging measurement	http://www.ebi.ac.uk/efo/EFO_0008006	GCST011011	Genome-wide genotyping array
2018-10-17	29785010	Khawaja AP	2018-05-21	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29785010	Genome-wide analyses identify 68 new loci associated with intraocular pressure and improve risk prediction for primary open-angle glaucoma.	Intraocular pressure	139,555 European ancestry individuals	NA	2p16.1	2	55816667	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		122804	49300	rs4672075-C	rs4672075	0	4672075	intergenic_variant	1	0.571	2E-11	10.698970004336019		0.085	[0.06-0.11] unit decrease	Affymetrix, Illumina [NR] (imputed)	N	intraocular pressure measurement	http://www.ebi.ac.uk/efo/EFO_0004695	GCST006412	Genome-wide genotyping array
2018-08-13	29752348	Rutten-Jacobs LCA	2018-05-11	Stroke	www.ncbi.nlm.nih.gov/pubmed/29752348	Genetic Study of White Matter Integrity in UK Biobank (N=8448) and the Overlap With Stroke, Depression, and Dementia.	White matter hyperintensity volume	8,429 European ancestry individuals	NA	2p16.1	2	55925615	EFEMP1	EFEMP1 - RN7SKP208	ENSG00000115380	ENSG00000202344		1476	26039	rs146896516-A	rs146896516	0	146896516	intergenic_variant	1	0.10	4E-12	11.397940008672037		0.147	[0.11-0.19] unit increase	Affymetrix [up to 39131578] (imputed)	N	white matter hyperintensity measurement	http://www.ebi.ac.uk/efo/EFO_0005665	GCST006062	Genome-wide genotyping array
2018-09-20	29808027	Tedja MS	2018-05-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29808027	Genome-wide association meta-analysis highlights light-induced signaling as a driver for refractive error.	Spherical equivalent	41,073 European ancestry individuals, 2,610 Erasmus Rucphen (founder/genetic isolate) individuals, 509  Talana (founder/genetic isolate) individuals, 15,044 East Asian ancestry individuals, 2,275 Malay ancestry individuals, 2,110 Indian ancestry individuals,  2,506 Asian ancestry individuals	NA	2p16.1	2	55784382	NR	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		90519	81585	rs41393947-A	rs41393947	0	41393947	intergenic_variant	1	0.1306	3E-9	8.522878745280337	(EA)	0.1337	[0.09-0.178] unit decrease	Affymetrix, Illumina [~ 9300000] (imputed)	N	refractive error	http://purl.obolibrary.org/obo/MONDO_0004892	GCST006289	Genome-wide genotyping array
2018-09-20	29808027	Tedja MS	2018-05-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29808027	Genome-wide association meta-analysis highlights light-induced signaling as a driver for refractive error.	Spherical equivalent	41,073 European ancestry individuals, 2,610 Erasmus Rucphen (founder/genetic isolate) individuals, 509  Talana (founder/genetic isolate) individuals, 15,044 East Asian ancestry individuals, 2,275 Malay ancestry individuals, 2,110 Indian ancestry individuals,  2,506 Asian ancestry individuals	NA	2p16.1	2	55784382	NR	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		90519	81585	rs41393947-A	rs41393947	0	41393947	intergenic_variant	1	0.1291	5E-9	8.301029995663981		0.1307	[0.087-0.175] unit decrease	Affymetrix, Illumina [~ 9300000] (imputed)	N	refractive error	http://purl.obolibrary.org/obo/MONDO_0004892	GCST006289	Genome-wide genotyping array
2018-09-20	29808027	Tedja MS	2018-05-28	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29808027	Genome-wide association meta-analysis highlights light-induced signaling as a driver for refractive error.	Spherical equivalent or myopia (age of diagnosis)	145,366 European ancestry individuals, 2,610 Erasmus Rucphen (founder/genetic isolate) individuals, 509  Talana (founder/genetic isolate) individuals, 15,044 East Asian ancestry individuals, 2,275 Malay ancestry individuals, 2,110 Indian ancestry individuals,  2,506 Asian ancestry individuals	NA	2p16.1	2	55784382	PNPT1, EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		90519	81585	rs41393947-A	rs41393947	0	41393947	intergenic_variant	1	0.132	1E-10	10.0		6.42	[NR] z score decrease	Affymetrix, Illumina [~ 11000000] (imputed)	N	refractive error, age at onset, Myopia	http://purl.obolibrary.org/obo/MONDO_0004892, http://www.ebi.ac.uk/efo/EFO_0004847, http://purl.obolibrary.org/obo/HP_0000545	GCST006291	Genome-wide genotyping array
2009-06-04	19451621	Landers JE	2009-05-18	Proc Natl Acad Sci U S A	www.ncbi.nlm.nih.gov/pubmed/19451621	Reduced expression of the Kinesin-Associated Protein 3 (KIFAP3) gene increases survival in sporadic amyotrophic lateral sclerosis.	Amyotrophic lateral sclerosis	1,821 cases, 2,258 controls	538 cases, 556 controls	2p16.1	2	55781769	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		87906	84198	rs7577894-T	rs7577894	0	7577894	intergenic_variant	1	0.39	1E-6	6.0	(site of onset)	1.41	[NR]	Illumina [288357]	N	amyotrophic lateral sclerosis	http://purl.obolibrary.org/obo/MONDO_0004976	GCST000406	Genome-wide genotyping array
2016-07-13	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxy-1-methylpropylmercapturic acid levels in smokers	361 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 440 European ancestry current smoker individuals, 452 Latino current smoker individuals, 702 Japanese ancestry current smoker individuals	NA	2p16.1	2	55798738	NR	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		104875	67229	rs74760234-?	rs74760234	0	74760234	intergenic_variant	1	NR	4E-7	6.3979400086720375	(Latino)	1.2083	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N	3-hydroxy-1-methylpropylmercapturic acid measurement	http://www.ebi.ac.uk/efo/EFO_0007015	GCST002957	Genome-wide genotyping array
2020-11-02	32517579	Armstrong NJ	2020-06-10	Stroke	www.ncbi.nlm.nih.gov/pubmed/32517579	Common Genetic Variation Indicates Separate Causes for Periventricular and Deep White Matter Hyperintensities.	Deep white matter hyperintensities	16,832 European ancestry individuals, 736 African American individuals, 658 Hispanic individuals	8,428 European and unknown ancestry individuals	2p16.1	2	55821809	EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		127946	44158	rs75439645-A	rs75439645	0	75439645	intergenic_variant	1	0.1278	8E-6	5.096910013008056		0.0379	[0.021-0.055] unit increase	Affymetrix, Illumina [NR] (imputed)	N	white matter hyperintensity measurement	http://www.ebi.ac.uk/efo/EFO_0005665	GCST010727	Genome-wide genotyping array
2019-07-02	31217584	Wojcik GL	2019-06-19	Nature	www.ncbi.nlm.nih.gov/pubmed/31217584	Genetic analyses of diverse populations improves discovery for complex traits.	Height	17,286 African American individuals, 22,192 Hispanic/Latino individuals, 4,680 Asian ancestry individuals, 3,939 Native Hawaiian ancestry individuals, 647 Native American ancestry individuals, 1,052 individuals	NA	2p16.1	2	55840047	NR	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		146184	25920	rs4146922-?	rs4146922	0	4146922	intergenic_variant	1	NR	2E-13	12.698970004336019		0.05830668	[0.043-0.074] unit decrease	Illumina [34656550] (imputed)	N	body height	http://www.ebi.ac.uk/efo/EFO_0004339	GCST008053	Genome-wide genotyping array
2021-03-31	33627673	Gharahkhani P	2021-02-24	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/33627673	Genome-wide meta-analysis identifies 127 open-angle glaucoma loci with consistent effect across ancestries.	Glaucoma (primary open-angle)	23,963 European ancestry cases, 306,942 European ancestry controls, 6,935 East Asian ancestry cases, 39,588 East Asian ancestry controls, 3,281 Sub-Saharan African ancestry cases, 2,791 Sub-Saharan African ancestry controls	43,254 European ancestry cases, 1,471,118 European ancestry controls	2p16.1	2	55705879	PNPT1, EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		12016	160088	rs2627761-T	rs2627761	0	2627761	intergenic_variant	1	NR	3E-8	7.522878745280337		0.0514	unit decrease	Illumina [15409056] (imputed)	N	open-angle glaucoma	http://www.ebi.ac.uk/efo/EFO_0004190	GCST90011770	Genome-wide genotyping array
2021-03-31	33627673	Gharahkhani P	2021-02-24	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/33627673	Genome-wide meta-analysis identifies 127 open-angle glaucoma loci with consistent effect across ancestries.	Glaucoma (primary open-angle)	16,677 European ancestry cases, 199,580 European ancestry controls	7,286 European ancestry cases, 107,362 European ancestry controls, 6,935 East Asian ancestry cases, 39,588 East Asian ancestry controls, 3,281 Sub-Saharan African ancestry cases, 2,791 Sub-Saharan African ancestry controls	2p16.1	2	55705879	PNPT1, EFEMP1	PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		12016	160088	rs2627761-T	rs2627761	0	2627761	intergenic_variant	1	NR	4E-9	8.397940008672037		0.907738	[0.88-0.94]	Affymetrix, Illumina [14822926] (imputed)	N	open-angle glaucoma	http://www.ebi.ac.uk/efo/EFO_0004190	GCST90011766	Genome-wide genotyping array
2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	2p16.1	2	55777261		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		83398	88706	rs17369434-G	rs17369434	0	17369434	intergenic_variant	1	0.07	6E-11	10.221848749616356		1.14		Affymetrix [8568156] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90027168	Genome-wide genotyping array
2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	2p16.1	2	55777457		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		83594	88510	rs7601401-C	rs7601401	0	7601401	intergenic_variant	1	0.79	1E-31	31.0		1.18		Affymetrix [8568156] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90027168	Genome-wide genotyping array
2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	2p16.1	2	55777646		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		83783	88321	rs10167227-T	rs10167227	0	10167227	intergenic_variant	1	0.12	2E-16	15.698970004336019		1.14		Affymetrix [8568156] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90027168	Genome-wide genotyping array
2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	2p16.1	2	55779850		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		85987	86117	rs11888023-C	rs11888023	0	11888023	TF_binding_site_variant	1	0.12	3E-17	16.522878745280337		1.15		Affymetrix [8568156] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90027168	Genome-wide genotyping array
2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	2p16.1	2	55779899		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		86036	86068	rs11893573-T	rs11893573	0	11893573	TF_binding_site_variant	1	0.79	1E-32	32.0		1.19		Affymetrix [8568156] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90027168	Genome-wide genotyping array
2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	2p16.1	2	55780501		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		86638	85466	rs13395798-T	rs13395798	0	13395798	regulatory_region_variant	1	0.13	1E-14	14.0		1.13		Affymetrix [8568156] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90027168	Genome-wide genotyping array
2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	2p16.1	2	55782247		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		88384	83720	rs62167688-C	rs62167688	0	62167688	intergenic_variant	1	0.79	4E-32	31.397940008672037		1.18		Affymetrix [8568156] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90027168	Genome-wide genotyping array
2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	2p16.1	2	55782345		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		88482	83622	rs62167689-A	rs62167689	0	62167689	intergenic_variant	1	0.79	5E-33	32.30102999566398		1.19		Affymetrix [8568156] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90027168	Genome-wide genotyping array
2022-08-15	34382107	Wei J	2021-08-11	Hernia	www.ncbi.nlm.nih.gov/pubmed/34382107	Identification of fifty-seven novel loci for abdominal wall hernia development and their biological and clinical implications: results from the UK Biobank.	Inguinal hernia	13,047 European ancestry cases, 262,499 European ancestry controls	4,450 European ancestry cases, 87,398 European ancestry controls	2p16.1	2	55783338		PNPT1 - EFEMP1	ENSG00000138035	ENSG00000115380		89475	82629	rs10496052-T	rs10496052	0	10496052	intergenic_variant	1	0.79	3E-35	34.52287874528034		1.2		Affymetrix [8568156] (imputed)	N	Inguinal hernia	http://purl.obolibrary.org/obo/HP_0000023	GCST90027168	Genome-wide genotyping array
